Fractal Dimension,Gabor Feature 3,Mean GR,Max GR,Min GR,Mean Hue,Gabor Feature 15,Gabor Feature 16,Max CAI,Gabor Feature 13,Gabor Feature 14,Species,Health Cluster
1.7933645866791568,73.741005,1.1220085805983206,1.838709084287392,0.6296293964335569,54.73731724594671,26.838526,28.93888,0.06666666666666667,36.525635,29.314835,1,2
1.7322561832917616,154.8681,1.0314610293172675,1.7297292622353344,0.36363633820724905,68.2988328800107,25.221203,19.200066,0.09090909090909093,26.348915,30.980423,1,2
1.8089491871871481,327.40256,1.4973042488802315,2.349999412500147,0.43749995442708806,61.28573025622333,44.770485,19.380325,0.1702127659574468,10.839167,21.612694,1,1
1.742554372470486,152.7343,1.0229580170144577,1.7941171193773178,0.3766233521673148,67.21388336994004,30.12709,23.251104,0.1282051282051282,30.829412,34.6958,1,0
1.726070073183306,227.22966,1.1389467525492434,1.8518515089163872,0.3115941803192623,46.01283000618166,22.697569,15.660233,0.2,11.506169,16.316944,1,2
1.7237485888073265,224.18117,1.1434027632952357,1.9473679085873923,0.3153845911242622,45.053382251992005,24.829273,16.964285,0.14285714285714288,11.148009,14.683663,1,2
1.6907913552011347,125.12363,1.1132058372781426,1.8620683234247162,0.499999895833355,52.88659428802112,17.440166,16.799646,0.1724137931034483,18.018003,17.717398,1,2
1.815412171985855,156.78465,1.1492593231196586,1.9999991666670138,0.36263732278710736,52.84268830833174,21.974125,23.352785,0.17948717948717946,20.501991,26.026299,1,2
1.8046590734461323,156.05981,1.1407954902402813,1.911764143598781,0.34090905216942585,52.16793447621146,23.904951,30.162127,0.1,29.919844,32.31839,1,2
1.7527542075738676,149.75642,1.1577601869318759,1.6829264187984343,0.3854166265191014,52.41763693644861,32.569866,20.379602,0.11111111111111112,20.121185,30.137995,1,2
1.7602518567368315,135.24309,1.146798642937581,1.7017540874115635,0.3975903135433357,53.243299089179516,28.857859,19.495731,0.1,21.47328,32.32693,1,2
1.7852454017770822,159.23409,1.1753287096754765,2.1666630555615742,0.41095884781385644,60.60995647882268,43.938835,34.842415,0.18518518518518517,40.119377,41.905064,1,0
1.7458553982149798,87.13765,1.2072473344279482,1.7777772839507544,0.471999962240003,67.76268680804628,34.370785,39.05961,0.1875,48.259495,35.906387,1,0
1.771296514535215,156.81622,1.1673025985800387,1.874999414062683,0.4237287417408912,59.71781777836173,48.27767,37.18879,0.18518518518518517,45.326397,43.50252,1,0
1.7140934289731466,106.63168,1.1846068621243906,2.8888856790159125,0.457142791836744,56.68025690357628,29.469183,32.692684,0.2,43.975212,64.04496,1,0
1.802628022405813,69.57228,1.1217928745400703,1.7999994000002,0.6315787811634785,54.38579583242515,23.980837,27.648731,0.07692307692307693,36.866005,27.841848,1,2
1.8224754811905928,135.52045,1.449700963955845,2.3714278938777444,0.39325838277995695,54.77775472394078,21.36435,12.204647,0.11920529801324499,6.110979,9.497235,1,1
1.8535892494631976,175.91386,1.2615636476803878,1.9387751145356908,0.42156858612072684,44.65283925467644,23.76532,14.354093,0.12757201646090532,7.5246725,16.390734,1,2
1.8172008519667604,87.117775,1.1594216669216217,1.8421049399815894,0.6538459023669606,46.543131982518204,8.02323,7.1630144,0.11363636363636363,4.8703604,6.81811,1,2
1.7688793889358516,178.35384,1.2592530163837592,2.256409677843672,0.544117607050176,36.7716182116929,15.744018,13.558525,0.08695652173913043,12.801794,21.020424,1,2
1.8110236898542962,161.17737,1.4194935040315797,2.339622200071283,0.43902433670434915,61.324229862124085,17.81837,9.864332,0.18709677419354834,8.831382,13.6193495,1,1
1.813825744240513,91.97775,1.4840975403725527,2.4285709329447074,0.46938772317090316,51.58545603283984,6.888126,8.5784855,0.1091954022988506,12.190993,5.984002,1,1
1.831025660581568,176.37027,1.3433464593541644,4.057141697959515,0.34814812235939835,48.07783708901296,13.830024,12.887661,0.3805309734513274,8.858652,12.109049,1,1
1.7835557114242415,90.09713,1.2060009223688228,1.7692294082850706,0.5079364676240898,67.90850164488134,37.55391,38.117706,0.17948717948717946,50.444405,35.738758,1,0
1.7824722618110826,155.52882,1.3798567260676504,2.35416617621538,0.44604313337819185,58.698894184285386,39.86336,21.499214,0.13043478260869568,16.461,22.773834,1,1
1.828724401036025,87.47108,1.3299840021988636,2.2413789239001853,0.36893200301631035,37.77462848392379,12.593757,7.664563,0.17647058823529405,7.979452,13.162909,1,2
1.8477138705752003,212.20462,1.2282800497164656,2.9047605215426087,0.42748088339840584,56.51720549771138,31.719065,21.060238,0.4878048780487804,15.542173,25.003994,1,1
1.8389070931750453,217.29689,1.5426159700705733,2.9285693367361882,0.7043477648393248,52.82757840166478,38.215477,12.440876,0.15923566878980888,4.979839,9.924284,1,1
1.754293821331593,134.25923,1.3651622456901122,2.0681813481406026,0.5507245977735798,66.19290996708192,10.684875,11.549033,0.2830188679245283,6.6075993,8.6668005,1,1
